series_animedb_id,series_title,series_type,series_episodes,my_id,my_watched_episodes,my_start_date,my_finish_date,my_rated,my_score,my_storage,my_storage_value,my_status,my_comments,my_times_watched,my_rewatch_value,my_priority,my_tags,my_rewatching,my_rewatching_ep,my_discuss,my_sns,update_on_import
40776,Haikyuu!! To the Top Part 2,TV,12,0,12,2023-06-30,2023-07-02,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
11785,Haiyore! Nyaruko-san,TV,12,0,12,2023-12-15,2023-12-20,,5,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9ueWFydWtvLWNyYXdsaW5nLXdpdGgtbG92ZS0zMjMyIiwicCI6IiJ9::,0,0,1,default,0
54362,Hametsu no Oukoku,TV,12,0,12,2023-10-08,2023-12-26,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90aGUta2luZ2RvbXMtb2YtcnVpbi0xODU4NiIsInAiOiIifQ==::,0,0,1,default,0
56461,Hamidashi Creative,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
55597,Hananoi-kun to Koi no Yamai,TV,12,0,5,2024-04-05,0000-00-00,,4,,0.00,Dropped,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL2EtY29uZGl0aW9uLWNhbGxlZC1sb3ZlLTE5MTM4IiwicCI6IiJ9::,0,0,1,default,0
587,Hanbun no Tsuki ga Noboru Sora,TV,6,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
42940,Hanma Baki: Son of Ogre,ONA,12,0,12,2024-04-29,2024-05-02,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL2Jha2ktaGFubWEtc29uLW9mLW9ncmUtMTU3MjMiLCJwIjoiIn0=::,0,0,1,default,0
51318,Hanma Baki: Son of Ogre 2nd Season,ONA,27,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
37517,Happy Sugar Life,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
53200,Hataraku Maou-sama!! 2nd Season,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
31109,Hatsukoi Monster,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
57892,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",TV,12,0,10,2024-07-05,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
51020,Helck,TV,24,0,2,2023-08-11,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
38816,Hello World,Movie,1,0,0,2024-07-05,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
777,Hellsing Ultimate,OVA,10,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
55877,Henjin no Salad Bowl,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
55970,Hi no Tori: Eden no Hana,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
27989,Hibike! Euphonium,TV,13,0,13,2024-05-04,2024-05-04,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL3NvdW5kLWV1cGhvbml1bS01MTgiLCJwIjoiIn0=::,0,0,1,default,0
31988,Hibike! Euphonium 2,TV,13,0,13,2024-05-06,2024-05-08,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39894,Hibike! Euphonium 3,TV,13,0,13,2024-05-09,2024-07-01,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
35678,Hibike! Euphonium Movie 3: Chikai no Finale,Movie,1,0,1,2024-05-08,2024-05-08,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51995,Hibike! Euphonium: Ensemble Contest-hen,Movie,1,0,1,2024-05-09,2024-05-09,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31665,Hibike! Euphonium: Kakedasu Monaka,Special,1,0,1,2024-05-04,2024-05-05,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
5630,Higashi no Eden,TV,11,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40938,Hige wo Soru. Soshite Joshikousei wo Hirou.,TV,13,0,13,2022-09-04,2022-09-05,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
53438,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,TV,12,0,12,2023-08-29,2023-09-22,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
54869,High Card Season 2,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
11617,High School DxD,TV,12,0,12,2024-03-03,2024-03-04,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
24703,High School DxD BorN,TV,12,0,12,2024-03-08,2024-03-09,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL2hpZ2gtc2Nob29sLWR4ZC1ib3JuLTE2NzYiLCJwIjoiIn0=::,0,0,1,default,0
32215,High School DxD BorN: Yomigaeranai Fushichou,OVA,1,0,1,2024-03-09,2024-03-09,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
34281,High School DxD Hero,TV,12,0,12,2024-03-09,2024-03-10,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37719,High School DxD Hero: Taiikukan-ura no Holy,TV Special,1,0,1,2024-03-09,2024-03-09,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
15451,High School DxD New,TV,12,0,12,2024-03-05,2024-03-08,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
30300,"High School DxD New: Oppai, Tsutsumimasu!",OVA,1,0,1,2024-03-08,2024-03-08,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
12729,High School DxD OVA,OVA,2,0,2,2024-03-05,2024-03-05,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
13357,High School DxD Specials,Special,6,0,6,2024-03-05,2024-03-05,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
21877,High Score Girl,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
8074,Highschool of the Dead,TV,12,0,12,2023-07-09,2023-07-12,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
9515,Highschool of the Dead: Drifters of the Dead,OVA,1,0,1,2023-07-12,2023-07-12,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
54103,Hikikomari Kyuuketsuki no Monmon,TV,12,0,12,2023-10-08,2023-12-30,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90aGUtdmV4YXRpb25zLW9mLWEtc2h1dC1pbi12YW1waXJlLXByaW5jZXNzLTE4NTg5IiwicCI6IiJ9::,0,0,1,default,0
55774,"Himesama ""Goumon"" no Jikan desu",TV,12,0,3,2024-01-25,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
57891,Hitoribocchi no Isekai Kouryaku,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
44042,Holo no Graffiti,ONA,0,0,2,2023-04-19,0000-00-00,,4,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
14753,Hori-san to Miyamura-kun,OVA,6,0,6,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
42897,Horimiya,TV,13,0,13,0000-00-00,0000-00-00,,10,,0.00,Completed,,2,,LOW,,0,0,1,default,0
54856,Horimiya: Piece,TV,13,0,13,2023-07-02,2023-09-24,,10,,0.00,Completed,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by93YXRjaC9ob3JpbWl5YS10aGUtbWlzc2luZy1waWVjZXMtMTg0MjEiLCJwIjoiIn0=::",0,0,1,default,0
57362,Hoshifuru Oukoku no Nina,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
53262,Hoshikuzu Telepath,TV,12,0,12,2023-10-10,2023-12-26,,0,,0.00,Completed,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9zdGFyZHVzdC10ZWxlcGF0aC0xODU5NSIsInAiOiIifQ==::",0,0,1,default,0
10408,Hotarubi no Mori e,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
56425,Houkago Shounen Hanako-kun,TV,4,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
31338,Hundred,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
11061,Hunter x Hunter (2011),TV,148,0,148,2023-04-10,2023-04-22,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
12189,Hyouka,TV,22,0,22,2022-12-02,2022-12-31,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
13469,Hyouka: Motsubeki Mono wa,OVA,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
51711,Hyouken no Majutsushi ga Sekai wo Suberu,TV,12,0,12,2023-01-12,2023-03-25,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55016,Idol,Music,1,0,1,2023-04-12,2023-04-12,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
33899,IDOLiSH7,TV,17,0,9,2023-03-31,2023-04-02,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
54118,IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,Movie,2,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
37962,IDOLiSH7 Second Beat!,TV,15,0,15,2023-04-02,2023-04-03,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
45577,IDOLiSH7 Third Beat!,TV,13,0,13,2023-04-04,2023-04-04,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
46654,IDOLiSH7 Third Beat! Part 2,TV,17,0,17,2023-04-04,2023-04-05,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36963,IDOLiSH7 Vibrato,ONA,8,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40842,Idoly Pride,TV,12,0,12,2023-03-07,2023-03-09,,9,,0.00,Completed,"it has a lot downsides, ik a 9 is too much but I liked the animation at the later parts, and the story revolving Mana is a new type to my watching experience. it was on my mind for like a year before watching it so I let myself give it a 9",0,,LOW,,0,0,1,default,0
35413,Imouto sae Ireba Ii.,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
5231,Inazuma Eleven,TV,127,0,127,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
10507,Inazuma Eleven Go,TV,47,0,47,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
13261,Inazuma Eleven Go: Chrono Stone,TV,51,0,51,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
18097,Inazuma Eleven Go: Galaxy,TV,43,0,43,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
10999,Inazuma Eleven Go: Kyuukyoku no Kizuna Gryphon,Movie,1,0,1,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
33733,Inazuma Eleven: Ares no Tenbin,TV,26,0,26,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38235,Inazuma Eleven: Orion no Kokuin,TV,49,0,49,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
9032,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,Movie,1,0,1,0000-00-00,0000-00-00,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51265,Inu ni Nattara Suki na Hito ni Hirowareta.,TV,12,0,8,2023-01-05,0000-00-00,,4,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
11013,Inu x Boku SS,TV,12,0,12,2023-03-03,2023-03-05,,7,,0.00,Completed,not a typical romance anime like I expected it to be thats all I could say actually ,0,,LOW,,0,0,1,default,0
13403,Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,Special,1,0,1,2023-03-05,2023-03-05,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
9041,IS: Infinite Stratos,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52830,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",TV,13,0,13,2023-04-05,2023-06-29,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
56906,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta (Shin Anime)",Unknown,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
44524,Isekai Meikyuu de Harem wo,TV,12,0,12,0000-00-00,2022-09-23,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
52281,Isekai Meikyuu de Harem wo Specials,Special,2,0,2,2023-02-04,2023-02-04,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51462,Isekai Nonbiri Nouka,TV,12,0,12,2023-01-13,2023-03-25,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
49220,Isekai Ojisan,TV,13,0,1,2023-02-27,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
51219,Isekai One Turn Kill Neesan: Ane Douhan no Isekai Seikatsu Hajimemashita,TV,12,0,8,2023-04-08,0000-00-00,,6,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
50220,Isekai Shoukan wa Nidome desu,TV,12,0,5,2023-04-10,0000-00-00,,4,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
55848,Isekai Suicide Squad,TV,10,0,8,2024-07-06,0000-00-00,,0,,0.00,Watching,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL3N1aWNpZGUtc3F1YWQtaXNla2FpLTE5MjUyIiwicCI6IiJ9::",0,0,1,default,0
35203,Isekai wa Smartphone to Tomo ni.,TV,12,0,12,2023-04-05,2023-04-06,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51632,Isekai wa Smartphone to Tomo ni. 2,TV,12,0,12,2023-04-06,2023-07-02,,4,,0.00,Completed,,0,,LOW,,0,0,1,default,0
21327,Isshuukan Friends.,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
38790,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,TV,12,0,12,2023-06-01,2023-06-01,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
41514,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,TV,12,0,12,2023-07-03,2023-07-07,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
36220,Itsudatte Bokura no Koi wa 10 cm Datta.,TV,6,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40530,Jaku-Chara Tomozaki-kun,TV,12,0,12,2024-02-29,2024-02-29,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
50803,Jaku-Chara Tomozaki-kun 2nd Stage,TV,13,0,13,2024-02-29,2024-03-29,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39534,Jibaku Shounen Hanako-kun,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
46569,Jigokuraku,TV,13,0,13,2023-04-01,2023-07-02,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
55825,Jigokuraku 2nd Season,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
56230,Jiisan Baasan Wakagaeru,TV,11,0,0,2024-04-08,0000-00-00,,0,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
10357,Jinrui wa Suitai Shimashita,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52969,"Jitsu wa Ore, Saikyou deshita?",TV,12,0,12,2023-07-16,2023-12-21,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
14719,JoJo no Kimyou na Bouken (TV),TV,26,0,26,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
20899,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,TV,24,0,24,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
26055,JoJo no Kimyou na Bouken Part 3: Stardust Crusaders 2nd Season,TV,24,0,24,0000-00-00,2022-06-25,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,TV,39,0,39,2022-06-25,2022-07-07,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37991,JoJo no Kimyou na Bouken Part 5: Ougon no Kaze,TV,39,0,39,2022-07-07,2022-07-11,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
48661,JoJo no Kimyou na Bouken Part 6: Stone Ocean,ONA,12,0,12,2022-07-11,2023-03-30,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51367,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,ONA,12,0,12,2023-08-03,2023-08-12,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
53273,JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 3,ONA,14,0,14,2023-08-12,2023-08-14,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40787,Josee to Tora to Sakana-tachi,Movie,1,0,1,2024-03-02,2024-03-02,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40748,Jujutsu Kaisen,TV,24,0,24,0000-00-00,0000-00-00,,8,,0.00,Completed,,1,,LOW,,0,0,1,default,0
48561,Jujutsu Kaisen 0 Movie,Movie,1,0,1,2022-07-04,2022-07-04,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
51009,Jujutsu Kaisen 2nd Season,TV,23,0,23,2023-07-06,2023-12-29,,9,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9qdWp1dHN1LWthaXNlbi0ybmQtc2Vhc29uLTE4NDEzIiwicCI6IiJ9::,0,0,1,default,0
56243,Jujutsu Kaisen 2nd Season Recaps,TV Special,2,0,2,2023-08-11,2023-08-11,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38777,Jujutsu Kaisen Official PVs,PV,3,0,3,0000-00-00,0000-00-00,,6,,0.00,Completed,,0,,LOW,,0,0,1,default,0
14467,K,TV,13,0,13,2024-02-25,2024-02-27,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
5680,K-On!,TV,13,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
9617,K-On! Movie,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
7791,K-On!!,TV,26,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
9734,K-On!!: Keikaku!,Special,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
6862,K-On!: Live House!,Special,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
48316,Kage no Jitsuryokusha ni Naritakute!,TV,20,0,20,2022-10-05,2023-02-16,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,TV,12,0,12,2023-10-08,2023-12-21,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by90aGUtZW1pbmVuY2UtaW4tc2hhZG93LXNlYXNvbi0yLTE4NTA1IiwicCI6IiJ9::,0,0,1,default,0
57584,Kage no Jitsuryokusha ni Naritakute! Movie: Zankyou-hen,Movie,1,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52198,Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,Movie,1,0,1,2023-04-22,2023-04-24,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
37999,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
43608,Kaguya-sama wa Kokurasetai: Ultra Romantic,TV,13,0,13,0000-00-00,2022-07-31,,10,,0.00,Completed,,0,,LOW,,0,0,1,default,0
40591,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,TV,12,0,12,0000-00-00,0000-00-00,,9,,0.00,Completed,,0,,LOW,,0,0,1,default,0
43609,Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,OVA,1,0,1,0000-00-00,0000-00-00,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
7054,Kaichou wa Maid-sama!,TV,26,0,26,2024-04-13,2024-04-15,,0,,0.00,Completed,,0,,LOW,",malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL2NsYXNzLXByZXNpZGVudC1pcy1hLW1haWQtNDM3IiwicCI6IiJ9::",0,0,1,default,0
9366,Kaichou wa Maid-sama!: Omake da yo!,Special,1,0,1,2024-04-15,2024-04-15,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml0YWt1LnNvL2NhdGVnb3J5L2thaWNob3Utd2EtbWFpZC1zYW1hLW9tYWtlLWRheW8tZHViIiwicCI6IiJ9::,0,0,1,default,0
54199,Kaii to Otome to Kamikakushi,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52588,Kaijuu 8-gou,TV,12,0,12,2024-05-03,2024-06-30,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9oaWFuaW1lLnRvL2thaWp1LW5vLTgtMTkxNDUiLCJwIjoiIn0=::,0,0,1,default,0
34933,Kakegurui,TV,12,0,12,2023-02-04,2023-02-05,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
38939,Kakegurui Picture Drama,Special,3,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
50339,Kakegurui Twin,ONA,6,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
37086,Kakegurui××,TV,12,0,12,2023-02-11,2023-02-11,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
48675,Kakkou no Iinazuke,TV,24,0,24,2022-07-03,2022-10-03,,5,,0.00,Completed,,0,,LOW,,0,0,1,default,0
58833,Kakushite! Makina-san!!,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40221,Kami no Tou,TV,13,0,13,2024-06-30,2024-07-05,,0,,0.00,Completed,,0,,LOW,,0,0,1,default,0
52635,Kami no Tou: Ouji no Kikan,TV,0,0,8,2024-07-08,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
41312,Kami-tachi ni Hirowareta Otoko,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
51693,Kaminaki Sekai no Kamisama Katsudou,TV,12,0,6,2023-04-06,0000-00-00,,3,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
53879,Kamonohashi Ron no Kindan Suiri,TV,13,0,13,2023-10-03,2023-12-25,,0,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by9yb24ta2Ftb25vaGFzaGlzLWZvcmJpZGRlbi1kZWR1Y3Rpb25zLTE4NTgyIiwicCI6IiJ9::,0,0,1,default,0
57635,Kamonohashi Ron no Kindan Suiri 2nd Season,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
30455,KanColle: Itsuka Ano Umi de,TV,8,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
52308,Kanojo ga Koushaku-tei ni Itta Riyuu,TV,12,0,12,2023-04-11,2023-06-29,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
43969,Kanojo mo Kanojo,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
53040,Kanojo mo Kanojo Season 2,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
40839,"Kanojo, Okarishimasu",TV,12,0,12,0000-00-00,0000-00-00,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
42963,"Kanojo, Okarishimasu 2nd Season",TV,12,0,12,2022-07-02,2022-09-17,,7,,0.00,Completed,,0,,LOW,,0,0,1,default,0
53050,"Kanojo, Okarishimasu 3rd Season",TV,12,0,12,2023-07-08,2023-09-30,,7,,0.00,Completed,,0,,LOW,malSync::eyJ1IjoiaHR0cHM6Ly9hbml3YXRjaC50by93YXRjaC9yZW50YWdpcmxmcmllbmQtc2Vhc29uLTMtMTg0MjIiLCJwIjoiIn0=::,0,0,1,default,0
59277,"Kanojo, Okarishimasu 4th Season",TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
59845,Kaoru Hana wa Rin to Saku,TV,0,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
35860,Karakai Jouzu no Takagi-san,TV,12,0,3,2022-10-26,0000-00-00,,0,,0.00,On-Hold,,0,,LOW,,0,0,1,default,0
6594,Katanagatari,TV,12,0,0,0000-00-00,0000-00-00,,0,,0.00,Plan to Watch,,0,,LOW,,0,0,1,default,0
57217,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,TV,12,0,8,2024-07-11,0000-00-00,,0,,0.00,Watching,,0,,LOW,,0,0,1,default,0
45613,Kawaii dake ja Nai Shikimori-san,TV,12,0,12,2022-04-24,2022-07-10,,8,,0.00,Completed,,0,,LOW,,0,0,1,default,0
39326,Kawaikereba Hentai demo Suki ni Natte Kuremasu ka?,TV,12,0,0,0000-00-00,0000-00-00,,4,,0.00,Dropped,,0,,LOW,,0,0,1,default,0
